,Id,Интересы,Организация работы,Обмен информацией и коммуникации,Организация собственной работы и поддержание необходимого уровня работоспособности,Обучение и развитие подчиненных,Подготовка и реализация управленческих решений,Выполнение административных функций,Обеспечение должного уровня мотивации подчиненных,Оценка и контроль работы подчиненных,Форсайтное мышление,Управление старт-ап проектами,Управление проектами,Инновации в экономике,Корпоративное управление,PR,Предпринимательское мышление,Развитие агломераций,Навыки публичных выступлений,Управление персоналом,Управление образовательными проектами,Управление компетенциями,Стратегическое мышление,Финансы,Антикризисное управление,Схематизация,Открытое мышление,Системное видение,Командная работа,Построение отношений,Нацеленность на достижения,Лидерские качества,Модерация рабочих групп,Проведение игропрактических мероприятий,Разработка игропрактических форматов
37,a8888ca4622e63b8c05f74dc4215bc8d,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,8165e38de01dea961fae9714f433db34,,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,6abd44bcbf68423583791452dce4198f,,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,9930e314d94e7aceba06eefcc95e9310,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,71936ba4ae4939936efc7ee09f622744,,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,060e7e4c4d06a71ad3eb52436031ed95,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,f77d92595ddfc5f8a2584c4176198b2c,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,ef2992f0ca9b5942b9e99d4a91197797,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
45,642dea5c1007f5c329eb373b831365b1,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,e0c151d69890f0e38037b67657200e49,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,e7c7a63502892b0d1bb9156644278dc0,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,12e83505aca87da1c3cbe7453d4414d6,Государственное управление,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
49,54b9eec07c95cbe45894afc2c650d63a,,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,38bb048186dc467bfcbfd03f5923b468,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
51,c3f587ee5a23d4fa408b4445a3931db9,,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,198a2b803231fa3d45834dac3d95bb70,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,7b61bb948b85c2d26dd4f04364f25638,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,b17c54cbf379530020438a5cad0ed9fe,"Строительство, Корпоративное управление, Государственное управление",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
55,9d2d242adb9eab4b8d2978ab1c93031e,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
56,59dfbe3b1f1957e3da20462944f7babd,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
57,02405d8023868ca42c234f4891cd3321,,1,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
58,48bbfc91a2ab8eef6e8937af737cfece,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
59,062d6982dbaf340ae367b1a4d76954ce,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
60,bd19249d487791fc2975b858988b5473,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
61,21cba90d453acaaa3d7c75dd0493ea8e,"Социальное предпринимательство, Управление персоналом, Юриспруденция, Государственное управление, Политика",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,5251f3baaa69de9b0536153b5e4d9699,,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
63,0546989c1b5a70d398c72cde8a7a0777,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,e101fe853ca9b9885cae46af2942189f,"Частный бизнес, Образование, Промышленность, Управление персоналом, Исследования и разработки, Инновации и модернизация, Реклама и маркетинг",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,d011f02268291cfaf8af69d353da87b0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,7a755d3c09f309cf6521e7f061e29f55,"Образование, Исследования и разработки, Инновации и модернизация",4,3,0,0,0,0,0,0,1,1,2,3,0,0,0,1,0,0,0,1,2,0,0,0,0,1,0,0,1,1,0,0,0
67,31cc55b645a06c9d7a375e475427e053,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,9d1269dd48830a18af7f9005eb6711e2,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
69,26303eac9ac76a66edcb1b10d27a46c2,"Здравоохранение, Исследования и разработки, Безопасность",0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,b5331cdeebbd383778e97be74cef0525,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
71,6c875506536078275f72c01b70a620d8,Строительство,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,faed3be2efaac242524d8f335b7a8716,Образование,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0
73,882bd96fd0b09239494053d523ac4130,Финансы,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,b13a21096acac5b1e3c12569c4d672f5,,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,efeea636d4091844a02e82db18258820,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,eb38011602548bf66c29fd9f8a03c358,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,688f75fd49313a4b6d8a4eba5280799a,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
78,4cc600a570a374ba1c11e536ad4b5e23,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,9aac049ad70dda6129f65f6040e1e301,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,0fc91e9649ad3dd848796266b161964f,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,b752b53434d0ca34f12098d3af189f5a,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
82,eae7c190b94240f2ae31f0113e9a7bd0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,a53b2c05eba8f54f443eab60d767028e,"Образование, Исследования и разработки",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,66bb1f29b92a747019dae76f6ddcc881,,0,0,0,0,2,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0
85,e38d18952dbcfaa1cb79ea098564a14d,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
86,b94cb475eae6de7924d0f3d41a751cdb,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
87,a2e09a29ecb33f4511ba5414db1ef3f9,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,71dcd55edef4bec680bec3b6db3ae613,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,98ca8dd44a9317f0dc470b8a9875255c,,3,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
90,830dfa13df07f5ad7c67802dbe5eb8e7,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,bab1e86299259dc212490213ec804ae6,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,864e3e4e00225d724ffc5ba9d2489d3e,"Инвестиции, Стратегическое управление, Инновации и модернизация",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,301476916ac389525abd0bb5b5baeb60,,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,e5cfed6de4a52303fe1650443d644a36,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,b7ff76b1c054335b8cc6f8f4b170345e,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,c64f06ec2d00521c6a819b297ba890aa,,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,8d1f19c312ff6a9a9b3203f4a6b80e3e,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
98,14e1a113bab52bab7fca269bccfc5806,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
99,e50900e13247265a5a6f2f23ccb93201,,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
100,140997dee8e8ef8c78c73b5ab036016f,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
101,ec7a6c36320f089da78c55f39109572f,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,a43caa87ff08140f02283f982a6c407a,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,f2a0bd6da5f80df74a9f3a3fdd1d8392,"Частный бизнес, Социальное предпринимательство, Образование, Реклама и маркетинг, Искусство",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,5491999ea644b10098bbbccde0be365e,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,019727f794b218864496791254525a33,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,1d714def1c184ce5904353de129b987c,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
107,b55aa930c2f580c51a628524f4a0f3b3,,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
108,28b1ae413f417bdb54a0fb0b28fea0b7,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,402c30320f6406701b07ec529f0a4590,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,2d20d63f6fb4d75623becce6b00badbe,,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,fdb60d6f2330e9204c0f574e928cc18c,,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
112,90624c70900182ccad0ea4c08b0561cc,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,5355ebda08540f0728aa6af5c51fc6e4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
114,d6b9fe90d093fdc60e4686a1fd6aad87,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
115,2fd3590d200b430b1bdb3b436287d278,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
116,acc9e7b68aac017991a372bd4aae68b8,"Частный бизнес, Социальная защита, Здравоохранение, Инновации и модернизация, Государственное управление, Искусство",1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
117,1ef11963695bc70b6248343eee0864b1,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,6b3dbeddbbca5ed207b045956de34144,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,8a5faf3c5fe288acb4c6e2baf38883cd,,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
120,0be9a40c656385c5526aecf4b4ff9423,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
121,3cc4e64ad743127a267be14de8161f3c,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
122,16142c222c4e79a7ed4bead0b766809a,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
123,665f394061a288f45b8d946b406bc786,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
124,425df62b9d4b76950bce2399e2d6d59b,"Частный бизнес, Дошкольное образование/детский отдых, Корпоративное управление, Промышленность, Социальное предпринимательство, Образование, Управление персоналом, Исследования и разработки, Инновации и модернизация, Государственное управление",2,0,0,0,0,0,1,1,0,0,3,3,0,0,0,0,0,2,13,0,0,0,1,0,3,5,0,1,3,0,0,0,0
125,219a3e9f5fc75aec587f308d14600e61,"Инновации и модернизация, Образование, Стратегическое управление, Реклама и маркетинг",10,11,6,1,4,0,0,1,12,0,5,2,0,1,3,1,5,0,3,0,4,0,0,1,2,9,8,5,7,1,7,0,0
126,628f21c46ee79776565ef704d678ed86,,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0
127,55f314500cab4d2ead2bac4f10b6d13d,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
128,5604b0161920d97d695f30e23c86d17c,,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,45e06afc8d918c5969897e4ff91a20cb,"Частный бизнес, Дошкольное образование/детский отдых, Инновации и модернизация",0,5,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,0,2,0,3,0,1,0,0,1,4,0,1,0,0,0,0
130,c761b8d440c89f78ed2853eec4dcd132,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
131,15d9363ca63586e01dd73fa2d82819c9,Образование,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
132,5f37018ad981c47526ef100df99d81ab,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
133,f733bd8da06478c7707c773b6f4ae2a9,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,bb7b6f610bb156df4fd784e7a3e8bad2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
135,b3c4389dfd6629740930ea7a0a8b5e93,,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,6ec4a9ef3ff75c87a50add905fd2487d,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0
137,b70f75b5884678a041098f2cc5d09447,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,f39646c979cef2dbbde0ea4c232c3b7c,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
